timestamp,configuration,run_number,total_lookups,cache_hits,cache_hit_percent,bucket_hits,bucket_hit_percent,misses,miss_percent,cache_hit_latency_ns,cache_hit_stddev_ns,cache_hit_min_ns,cache_hit_max_ns,bucket_search_latency_ns,bucket_search_stddev_ns,bucket_search_min_ns,bucket_search_max_ns,context_predictions_total,context_correct,context_accuracy_percent,window_diversity_percent,window_final_size_bytes,total_runtime_ms,memory_allocated_bytes,speedup_vs_baseline,ci_lower_95,ci_upper_95
STANDARD,C_FULL,999,Iterations:,17389,17.39,82611,82.61,0,0.00,27.767,0.000,19.000,107.000,33.042,0.000,22.000,3244.000,0,0,0,0,0,5.92,0,1.189,0,0
STANDARD,B_CACHE,1000,Iterations:,17389,17.39,82611,82.61,0,0.00,29.920,0.000,22.000,128.000,44.575,0.000,27.000,507393.000,0,0,0,0,0,7.18,0,1.489,0,0
STANDARD,A_BASELINE,1001,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63,0,1.0,0,0
STANDARD,C_FULL,1002,Iterations:,17389,17.39,82611,82.61,0,0.00,30.097,0.000,22.000,159.000,35.809,0.000,27.000,5135.000,0,0,0,0,0,6.62,0,1.189,0,0
STANDARD,A_BASELINE,1003,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,0,1.0,0,0
STANDARD,C_FULL,1004,Iterations:,17389,17.39,82611,82.61,0,0.00,29.784,0.000,21.000,4571.000,35.496,0.000,26.000,35242.000,0,0,0,0,0,7.06,0,1.191,0,0
STANDARD,C_FULL,1005,Iterations:,17389,17.39,82611,82.61,0,0.00,31.554,0.000,21.000,28006.000,35.729,0.000,26.000,6189.000,0,0,0,0,0,6.51,0,1.132,0,0
STANDARD,C_FULL,1006,Iterations:,17389,17.39,82611,82.61,0,0.00,57.714,0.001,21.000,474273.000,35.437,0.000,26.000,4349.000,0,0,0,0,0,6.96,0,.614,0,0
STANDARD,A_BASELINE,1007,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,0,1.0,0,0
STANDARD,A_BASELINE,1008,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0,1.0,0,0
STANDARD,B_CACHE,1009,Iterations:,17389,17.39,82611,82.61,0,0.00,30.407,0.000,21.000,130.000,35.864,0.000,26.000,6906.000,0,0,0,0,0,6.43,0,1.179,0,0
STANDARD,C_FULL,1010,Iterations:,17389,17.39,82611,82.61,0,0.00,30.550,0.000,21.000,6135.000,35.871,0.000,26.000,6655.000,0,0,0,0,0,6.52,0,1.174,0,0
STANDARD,A_BASELINE,1011,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32,0,1.0,0,0
STANDARD,C_FULL,1012,Iterations:,17389,17.39,82611,82.61,0,0.00,30.392,0.000,21.000,4225.000,35.160,0.000,26.000,10343.000,0,0,0,0,0,6.44,0,1.156,0,0
STANDARD,C_FULL,1013,Iterations:,17389,17.39,82611,82.61,0,0.00,30.638,0.000,19.000,16634.000,34.806,0.000,22.000,6208.000,0,0,0,0,0,6.35,0,1.136,0,0
STANDARD,B_CACHE,1014,Iterations:,17389,17.39,82611,82.61,0,0.00,30.548,0.000,22.000,4675.000,36.348,0.000,26.000,6362.000,0,0,0,0,0,6.58,0,1.189,0,0
STANDARD,B_CACHE,1015,Iterations:,17389,17.39,82611,82.61,0,0.00,30.303,0.000,21.000,5119.000,34.378,0.000,26.000,9957.000,0,0,0,0,0,6.22,0,1.134,0,0
STANDARD,B_CACHE,1016,Iterations:,17389,17.39,82611,82.61,0,0.00,29.413,0.000,21.000,484.000,35.803,0.000,26.000,22529.000,0,0,0,0,0,6.43,0,1.217,0,0
STANDARD,B_CACHE,1017,Iterations:,17389,17.39,82611,82.61,0,0.00,27.944,0.000,19.000,2351.000,32.688,0.000,22.000,15162.000,0,0,0,0,0,5.91,0,1.169,0,0
STANDARD,A_BASELINE,1018,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,1.0,0,0
STANDARD,C_FULL,1019,Iterations:,17389,17.39,82611,82.61,0,0.00,28.458,0.000,20.000,161.000,33.960,0.000,22.000,7010.000,0,0,0,0,0,6.17,0,1.193,0,0
STANDARD,A_BASELINE,1020,Iterations:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.40,0,1.0,0,0
